latitude,longitude,properties
24.837405,121.008228,"{""類別"":""大樓"",""電腦編號"":""HNB00001"",""村里別"":""福德里"",""地址"":""新竹縣竹北市福德里中正東路418號"",""緯經度"":""24.8374093,121.0082552"",""地下樓層數"":""1"",""可容納人數"":""228.0"",""備註"":""""}"
24.835895,121.018103,"{""類別"":""公寓"",""電腦編號"":""HNB00002"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里文化街1號"",""緯經度"":""24.835921,121.018169"",""地下樓層數"":""1"",""可容納人數"":""119.0"",""備註"":""""}"
24.83676,121.012591,"{""類別"":""學校"",""電腦編號"":""HNB00003"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里仁和街1號"",""緯經度"":""24.8370583,121.0123056"",""地下樓層數"":""1"",""可容納人數"":""347.0"",""備註"":""禮堂""}"
24.836145,121.008185,"{""類別"":""大樓"",""電腦編號"":""HNB00004"",""村里別"":""竹義里"",""地址"":""新竹縣竹北市竹義里博愛街329號"",""緯經度"":""24.8355672,121.0078525"",""地下樓層數"":""1"",""可容納人數"":""405.0"",""備註"":""""}"
24.833283,121.013191,"{""類別"":""公寓"",""電腦編號"":""HNB00005"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里三民路200號"",""緯經度"":""24.8333667,121.0127314"",""地下樓層數"":""1"",""可容納人數"":""384.0"",""備註"":""""}"
24.834444,121.014504,"{""類別"":""公寓"",""電腦編號"":""HNB00006"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里仁義路129號"",""緯經度"":""24.8344747,121.0144681"",""地下樓層數"":""1"",""可容納人數"":""2119.0"",""備註"":""""}"
24.838878,121.009733,"{""類別"":""大樓"",""電腦編號"":""HNB00007"",""村里別"":""福德里"",""地址"":""新竹縣竹北市福德里中山路663號"",""緯經度"":""24.8388596,121.00977"",""地下樓層數"":""1"",""可容納人數"":""385.0"",""備註"":""""}"
24.835823,121.009058,"{""類別"":""公寓"",""電腦編號"":""HNB00008"",""村里別"":""福德里"",""地址"":""新竹縣竹北市福德里福德街67號"",""緯經度"":""24.8354732,121.0095274"",""地下樓層數"":""1"",""可容納人數"":""267.0"",""備註"":""""}"
24.837796,121.009711,"{""類別"":""大樓"",""電腦編號"":""HNB00009"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里博愛街426號"",""緯經度"":""24.8376975,121.0096396"",""地下樓層數"":""1"",""可容納人數"":""332.0"",""備註"":""""}"
24.836145,121.008185,"{""類別"":""醫院"",""電腦編號"":""HNB00010"",""村里別"":""竹義里"",""地址"":""新竹縣竹北市竹義里博愛街329號"",""緯經度"":""24.8355672,121.0078525"",""地下樓層數"":""1"",""可容納人數"":""1211.0"",""備註"":""""}"
24.835321,121.011584,"{""類別"":""大樓"",""電腦編號"":""HNB00012"",""村里別"":""福德里"",""地址"":""新竹縣竹北市福德里中正東路331號"",""緯經度"":""24.8353284,121.0113928"",""地下樓層數"":""1"",""可容納人數"":""313.0"",""備註"":""""}"
24.836299,121.008402,"{""類別"":""大樓"",""電腦編號"":""HNB00014"",""村里別"":""福德里"",""地址"":""新竹縣竹北市福德里博愛街357號"",""緯經度"":""24.8363002,121.0084031"",""地下樓層數"":""1"",""可容納人數"":""209.0"",""備註"":""""}"
24.836172,121.015441,"{""類別"":""大樓"",""電腦編號"":""HNB00015"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里文化街87號"",""緯經度"":""24.836184,121.0154756"",""地下樓層數"":""1"",""可容納人數"":""957.0"",""備註"":""""}"
24.83575,121.019813,"{""類別"":""大樓"",""電腦編號"":""HNB00016"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里中正東路2號"",""緯經度"":""24.8357423,121.0197834"",""地下樓層數"":""1"",""可容納人數"":""345.0"",""備註"":""""}"
24.833914,121.00939,"{""類別"":""大樓"",""電腦編號"":""HNB00017"",""村里別"":""福德里"",""地址"":""新竹縣竹北市福德里大同街43之47號"",""緯經度"":""24.8343611,121.0098468"",""地下樓層數"":""1"",""可容納人數"":""397.0"",""備註"":""""}"
24.833116,121.016598,"{""類別"":""大樓"",""電腦編號"":""HNB00018"",""村里別"":""竹仁里"",""地址"":""新竹縣竹北市竹仁里三民路124號"",""緯經度"":""24.83322,121.01668"",""地下樓層數"":""1"",""可容納人數"":""839.0"",""備註"":""""}"
